"시도별","시점","주요 업종별","항목",데이터
"충청북도","2020","생맥주 및 기타 주점업","사업체수 (개)",406
"충청북도","2020","생맥주 및 기타 주점업","종사자수 (명)",917
"충청북도","2020","생맥주 및 기타 주점업","매출액 (백만원)",47089
"충청북도","2020","생맥주 및 기타 주점업","영업비용 (백만원)",41387
"충청북도","2020","생맥주 및 기타 주점업","매출원가 (백만원)",20159
"충청북도","2020","생맥주 및 기타 주점업","인건비 (백만원)",7678
"충청북도","2020","생맥주 및 기타 주점업","임차료 (백만원)",4136
"충청북도","2020","생맥주 및 기타 주점업","기타영업비용 (백만원)",9413
"충청북도","2020","생맥주 및 기타 주점업","연간급여액 (백만원)",6726
"충청북도","2020","커피 및 기타 비알코올 음료점업","사업체수 (개)",554
"충청북도","2020","커피 및 기타 비알코올 음료점업","종사자수 (명)",1849
"충청북도","2020","커피 및 기타 비알코올 음료점업","매출액 (백만원)",87100
"충청북도","2020","커피 및 기타 비알코올 음료점업","영업비용 (백만원)",78320
"충청북도","2020","커피 및 기타 비알코올 음료점업","매출원가 (백만원)",33421
"충청북도","2020","커피 및 기타 비알코올 음료점업","인건비 (백만원)",16890
"충청북도","2020","커피 및 기타 비알코올 음료점업","임차료 (백만원)",11234
"충청북도","2020","커피 및 기타 비알코올 음료점업","기타영업비용 (백만원)",16775
"충청북도","2020","커피 및 기타 비알코올 음료점업","연간급여액 (백만원)",15422
"충청북도","2020","자동차 전문 수리업","사업체수 (개)",195
"충청북도","2020","자동차 전문 수리업","종사자수 (명)",973
"충청북도","2020","자동차 전문 수리업","매출액 (백만원)",119078
"충청북도","2020","자동차 전문 수리업","영업비용 (백만원)",109513
"충청북도","2020","자동차 전문 수리업","매출원가 (백만원)",60364
"충청북도","2020","자동차 전문 수리업","인건비 (백만원)",28067
"충청북도","2020","자동차 전문 수리업","임차료 (백만원)",3103
"충청북도","2020","자동차 전문 수리업","기타영업비용 (백만원)",17979
"충청북도","2020","자동차 전문 수리업","연간급여액 (백만원)",25398
"충청북도","2020","두발 미용업","사업체수 (개)",76
"충청북도","2020","두발 미용업","종사자수 (명)",256
"충청북도","2020","두발 미용업","매출액 (백만원)",14831
"충청북도","2020","두발 미용업","영업비용 (백만원)",13334
"충청북도","2020","두발 미용업","매출원가 (백만원)",4274
"충청북도","2020","두발 미용업","인건비 (백만원)",3379
"충청북도","2020","두발 미용업","임차료 (백만원)",1799
"충청북도","2020","두발 미용업","기타영업비용 (백만원)",3881
"충청북도","2020","두발 미용업","연간급여액 (백만원)",2931
"충청북도","2020","가정용 세탁업","사업체수 (개)",123
"충청북도","2020","가정용 세탁업","종사자수 (명)",144
"충청북도","2020","가정용 세탁업","매출액 (백만원)",9258
"충청북도","2020","가정용 세탁업","영업비용 (백만원)",6725
"충청북도","2020","가정용 세탁업","매출원가 (백만원)",1116
"충청북도","2020","가정용 세탁업","인건비 (백만원)",146
"충청북도","2020","가정용 세탁업","임차료 (백만원)",978
"충청북도","2020","가정용 세탁업","기타영업비용 (백만원)",4485
"충청북도","2020","가정용 세탁업","연간급여액 (백만원)",146
"충청북도","2020","기타 프랜차이즈","사업체수 (개)",848
"충청북도","2020","기타 프랜차이즈","종사자수 (명)",2270
"충청북도","2020","기타 프랜차이즈","매출액 (백만원)",283252
"충청북도","2020","기타 프랜차이즈","영업비용 (백만원)",260515
"충청북도","2020","기타 프랜차이즈","매출원가 (백만원)",183535
"충청북도","2020","기타 프랜차이즈","인건비 (백만원)",30465
"충청북도","2020","기타 프랜차이즈","임차료 (백만원)",13025
"충청북도","2020","기타 프랜차이즈","기타영업비용 (백만원)",33490
"충청북도","2020","기타 프랜차이즈","연간급여액 (백만원)",26578
"충청북도","2021","체인화 편의점","사업체수 (개)",1736
"충청북도","2021","체인화 편의점","종사자수 (명)",5753
"충청북도","2021","체인화 편의점","매출액 (백만원)",766457
"충청북도","2021","체인화 편의점","영업비용 (백만원)",767188
"충청북도","2021","체인화 편의점","매출원가 (백만원)",553417
"충청북도","2021","체인화 편의점","인건비 (백만원)",57391
"충청북도","2021","체인화 편의점","임차료 (백만원)",16732
"충청북도","2021","체인화 편의점","기타영업비용 (백만원)",139648
"충청북도","2021","체인화 편의점","연간급여액 (백만원)",54993
"충청북도","2021","문구용품 및 회화용품 소매업","사업체수 (개)",62
"충청북도","2021","문구용품 및 회화용품 소매업","종사자수 (명)",170
"충청북도","2021","문구용품 및 회화용품 소매업","매출액 (백만원)",34935
"충청북도","2021","문구용품 및 회화용품 소매업","영업비용 (백만원)",32054
"충청북도","2021","문구용품 및 회화용품 소매업","매출원가 (백만원)",24466
"충청북도","2021","문구용품 및 회화용품 소매업","인건비 (백만원)",2194
"충청북도","2021","문구용품 및 회화용품 소매업","임차료 (백만원)",840
"충청북도","2021","문구용품 및 회화용품 소매업","기타영업비용 (백만원)",4556
"충청북도","2021","문구용품 및 회화용품 소매업","연간급여액 (백만원)",2081
"충청북도","2021","의약품 및 의료용품 소매업","사업체수 (개)",82
"충청북도","2021","의약품 및 의료용품 소매업","종사자수 (명)",292
"충청북도","2021","의약품 및 의료용품 소매업","매출액 (백만원)",115758
"충청북도","2021","의약품 및 의료용품 소매업","영업비용 (백만원)",104903
"충청북도","2021","의약품 및 의료용품 소매업","매출원가 (백만원)",87882
"충청북도","2021","의약품 및 의료용품 소매업","인건비 (백만원)",7856
"충청북도","2021","의약품 및 의료용품 소매업","임차료 (백만원)",2578
"충청북도","2021","의약품 및 의료용품 소매업","기타영업비용 (백만원)",6587
"충청북도","2021","의약품 및 의료용품 소매업","연간급여액 (백만원)",7344
"충청북도","2021","안경 및 렌즈 소매업","사업체수 (개)",140
"충청북도","2021","안경 및 렌즈 소매업","종사자수 (명)",308
"충청북도","2021","안경 및 렌즈 소매업","매출액 (백만원)",38741
"충청북도","2021","안경 및 렌즈 소매업","영업비용 (백만원)",33748
"충청북도","2021","안경 및 렌즈 소매업","매출원가 (백만원)",16425
"충청북도","2021","안경 및 렌즈 소매업","인건비 (백만원)",5568
"충청북도","2021","안경 및 렌즈 소매업","임차료 (백만원)",4095
"충청북도","2021","안경 및 렌즈 소매업","기타영업비용 (백만원)",7660
"충청북도","2021","안경 및 렌즈 소매업","연간급여액 (백만원)",5335
"충청북도","2021","한식 음식점업","사업체수 (개)",1397
"충청북도","2021","한식 음식점업","종사자수 (명)",3782
"충청북도","2021","한식 음식점업","매출액 (백만원)",341067
"충청북도","2021","한식 음식점업","영업비용 (백만원)",314164
"충청북도","2021","한식 음식점업","매출원가 (백만원)",159238
"충청북도","2021","한식 음식점업","인건비 (백만원)",48355
"충청북도","2021","한식 음식점업","임차료 (백만원)",22868
"충청북도","2021","한식 음식점업","기타영업비용 (백만원)",83704
"충청북도","2021","한식 음식점업","연간급여액 (백만원)",47169
"충청북도","2021","외국식 음식점업","사업체수 (개)",333
"충청북도","2021","외국식 음식점업","종사자수 (명)",1167
"충청북도","2021","외국식 음식점업","매출액 (백만원)",92110
"충청북도","2021","외국식 음식점업","영업비용 (백만원)",85581
"충청북도","2021","외국식 음식점업","매출원가 (백만원)",41133
"충청북도","2021","외국식 음식점업","인건비 (백만원)",15181
"충청북도","2021","외국식 음식점업","임차료 (백만원)",6156
"충청북도","2021","외국식 음식점업","기타영업비용 (백만원)",23111
"충청북도","2021","외국식 음식점업","연간급여액 (백만원)",14577
"충청북도","2021","제과점업","사업체수 (개)",319
"충청북도","2021","제과점업","종사자수 (명)",1189
"충청북도","2021","제과점업","매출액 (백만원)",106074
"충청북도","2021","제과점업","영업비용 (백만원)",102953
"충청북도","2021","제과점업","매출원가 (백만원)",64099
"충청북도","2021","제과점업","인건비 (백만원)",9953
"충청북도","2021","제과점업","임차료 (백만원)",5881
"충청북도","2021","제과점업","기타영업비용 (백만원)",23020
"충청북도","2021","제과점업","연간급여액 (백만원)",9717
"충청북도","2021","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수 (개)",542
"충청북도","2021","피자, 햄버거, 샌드위치 및 유사 음식점업","종사자수 (명)",1843
"충청북도","2021","피자, 햄버거, 샌드위치 및 유사 음식점업","매출액 (백만원)",144948
"충청북도","2021","피자, 햄버거, 샌드위치 및 유사 음식점업","영업비용 (백만원)",129343
"충청북도","2021","피자, 햄버거, 샌드위치 및 유사 음식점업","매출원가 (백만원)",67062
"충청북도","2021","피자, 햄버거, 샌드위치 및 유사 음식점업","인건비 (백만원)",19149
"충청북도","2021","피자, 햄버거, 샌드위치 및 유사 음식점업","임차료 (백만원)",6968
"충청북도","2021","피자, 햄버거, 샌드위치 및 유사 음식점업","기타영업비용 (백만원)",36163
"충청북도","2021","피자, 햄버거, 샌드위치 및 유사 음식점업","연간급여액 (백만원)",18486
"충청북도","2021","치킨전문점","사업체수 (개)",1032
"충청북도","2021","치킨전문점","종사자수 (명)",2070
"충청북도","2021","치킨전문점","매출액 (백만원)",200216
"충청북도","2021","치킨전문점","영업비용 (백만원)",179659
"충청북도","2021","치킨전문점","매출원가 (백만원)",111554
"충청북도","2021","치킨전문점","인건비 (백만원)",12417
"충청북도","2021","치킨전문점","임차료 (백만원)",10416
"충청북도","2021","치킨전문점","기타영업비용 (백만원)",45273
"충청북도","2021","치킨전문점","연간급여액 (백만원)",11720
"충청북도","2021","김밥, 기타 간이음식점 및 포장 판매점","사업체수 (개)",598
"충청북도","2021","김밥, 기타 간이음식점 및 포장 판매점","종사자수 (명)",1441
"충청북도","2021","김밥, 기타 간이음식점 및 포장 판매점","매출액 (백만원)",112061
"충청북도","2021","김밥, 기타 간이음식점 및 포장 판매점","영업비용 (백만원)",100324
"충청북도","2021","김밥, 기타 간이음식점 및 포장 판매점","매출원가 (백만원)",57541
"충청북도","2021","김밥, 기타 간이음식점 및 포장 판매점","인건비 (백만원)",11682
"충청북도","2021","김밥, 기타 간이음식점 및 포장 판매점","임차료 (백만원)",6372
"충청북도","2021","김밥, 기타 간이음식점 및 포장 판매점","기타영업비용 (백만원)",24729
"충청북도","2021","김밥, 기타 간이음식점 및 포장 판매점","연간급여액 (백만원)",11200
"충청북도","2021","생맥주 및 기타 주점업","사업체수 (개)",390
"충청북도","2021","생맥주 및 기타 주점업","종사자수 (명)",812
"충청북도","2021","생맥주 및 기타 주점업","매출액 (백만원)",48856
"충청북도","2021","생맥주 및 기타 주점업","영업비용 (백만원)",44040
"충청북도","2021","생맥주 및 기타 주점업","매출원가 (백만원)",20915
"충청북도","2021","생맥주 및 기타 주점업","인건비 (백만원)",6036
"충청북도","2021","생맥주 및 기타 주점업","임차료 (백만원)",5465
"충청북도","2021","생맥주 및 기타 주점업","기타영업비용 (백만원)",11623
"충청북도","2021","생맥주 및 기타 주점업","연간급여액 (백만원)",5734
"충청북도","2021","커피 및 기타 비알코올 음료점업","사업체수 (개)",635
"충청북도","2021","커피 및 기타 비알코올 음료점업","종사자수 (명)",2279
"충청북도","2021","커피 및 기타 비알코올 음료점업","매출액 (백만원)",109063
"충청북도","2021","커피 및 기타 비알코올 음료점업","영업비용 (백만원)",99472
"충청북도","2021","커피 및 기타 비알코올 음료점업","매출원가 (백만원)",38406
"충청북도","2021","커피 및 기타 비알코올 음료점업","인건비 (백만원)",24040
"충청북도","2021","커피 및 기타 비알코올 음료점업","임차료 (백만원)",11678
"충청북도","2021","커피 및 기타 비알코올 음료점업","기타영업비용 (백만원)",25348
"충청북도","2021","커피 및 기타 비알코올 음료점업","연간급여액 (백만원)",23547
"충청북도","2021","자동차 전문 수리업","사업체수 (개)",192
"충청북도","2021","자동차 전문 수리업","종사자수 (명)",965
"충청북도","2021","자동차 전문 수리업","매출액 (백만원)",117678
"충청북도","2021","자동차 전문 수리업","영업비용 (백만원)",107756
"충청북도","2021","자동차 전문 수리업","매출원가 (백만원)",54763
"충청북도","2021","자동차 전문 수리업","인건비 (백만원)",34432
"충청북도","2021","자동차 전문 수리업","임차료 (백만원)",1934
"충청북도","2021","자동차 전문 수리업","기타영업비용 (백만원)",16627
"충청북도","2021","자동차 전문 수리업","연간급여액 (백만원)",32752
"충청북도","2021","두발 미용업","사업체수 (개)",78
"충청북도","2021","두발 미용업","종사자수 (명)",287
"충청북도","2021","두발 미용업","매출액 (백만원)",16074
"충청북도","2021","두발 미용업","영업비용 (백만원)",13729
"충청북도","2021","두발 미용업","매출원가 (백만원)",3146
"충청북도","2021","두발 미용업","인건비 (백만원)",3876
"충청북도","2021","두발 미용업","임차료 (백만원)",1362
"충청북도","2021","두발 미용업","기타영업비용 (백만원)",5346
"충청북도","2021","두발 미용업","연간급여액 (백만원)",3511
"충청북도","2021","가정용 세탁업","사업체수 (개)",120
"충청북도","2021","가정용 세탁업","종사자수 (명)",147
"충청북도","2021","가정용 세탁업","매출액 (백만원)",8109
"충청북도","2021","가정용 세탁업","영업비용 (백만원)",6724
"충청북도","2021","가정용 세탁업","매출원가 (백만원)",1057
"충청북도","2021","가정용 세탁업","인건비 (백만원)",108
"충청북도","2021","가정용 세탁업","임차료 (백만원)",851
"충청북도","2021","가정용 세탁업","기타영업비용 (백만원)",4708
"충청북도","2021","가정용 세탁업","연간급여액 (백만원)",62
"충청북도","2021","기타 프랜차이즈","사업체수 (개)",931
"충청북도","2021","기타 프랜차이즈","종사자수 (명)",2418
"충청북도","2021","기타 프랜차이즈","매출액 (백만원)",335494
"충청북도","2021","기타 프랜차이즈","영업비용 (백만원)",308223
"충청북도","2021","기타 프랜차이즈","매출원가 (백만원)",210505
"충청북도","2021","기타 프랜차이즈","인건비 (백만원)",35004
"충청북도","2021","기타 프랜차이즈","임차료 (백만원)",14795
"충청북도","2021","기타 프랜차이즈","기타영업비용 (백만원)",47919
"충청북도","2021","기타 프랜차이즈","연간급여액 (백만원)",32280
"충청북도","2022","체인화 편의점","사업체수 (개)",1932
"충청북도","2022","체인화 편의점","종사자수 (명)",6563
"충청북도","2022","체인화 편의점","매출액 (백만원)",936092
"충청북도","2022","체인화 편의점","영업비용 (백만원)",932496
"충청북도","2022","체인화 편의점","매출원가 (백만원)",674778
"충청북도","2022","체인화 편의점","인건비 (백만원)",63716
"충청북도","2022","체인화 편의점","임차료 (백만원)",23347
"충청북도","2022","체인화 편의점","기타영업비용 (백만원)",170655
"충청북도","2022","체인화 편의점","연간급여액 (백만원)",60511
"충청북도","2022","문구용품 및 회화용품 소매업","사업체수 (개)",77
"충청북도","2022","문구용품 및 회화용품 소매업","종사자수 (명)",185
"충청북도","2022","문구용품 및 회화용품 소매업","매출액 (백만원)",37035
"충청북도","2022","문구용품 및 회화용품 소매업","영업비용 (백만원)",33738
"충청북도","2022","문구용품 및 회화용품 소매업","매출원가 (백만원)",25604
"충청북도","2022","문구용품 및 회화용품 소매업","인건비 (백만원)",2589
"충청북도","2022","문구용품 및 회화용품 소매업","임차료 (백만원)",1064
"충청북도","2022","문구용품 및 회화용품 소매업","기타영업비용 (백만원)",4482
"충청북도","2022","문구용품 및 회화용품 소매업","연간급여액 (백만원)",2455
"충청북도","2022","의약품 및 의료용품 소매업","사업체수 (개)",89
"충청북도","2022","의약품 및 의료용품 소매업","종사자수 (명)",319
"충청북도","2022","의약품 및 의료용품 소매업","매출액 (백만원)",125162
"충청북도","2022","의약품 및 의료용품 소매업","영업비용 (백만원)",112253
"충청북도","2022","의약품 및 의료용품 소매업","매출원가 (백만원)",95486
"충청북도","2022","의약품 및 의료용품 소매업","인건비 (백만원)",7950
"충청북도","2022","의약품 및 의료용품 소매업","임차료 (백만원)",2303
"충청북도","2022","의약품 및 의료용품 소매업","기타영업비용 (백만원)",6513
"충청북도","2022","의약품 및 의료용품 소매업","연간급여액 (백만원)",7496
"충청북도","2022","안경 및 렌즈 소매업","사업체수 (개)",139
"충청북도","2022","안경 및 렌즈 소매업","종사자수 (명)",312
"충청북도","2022","안경 및 렌즈 소매업","매출액 (백만원)",43268
"충청북도","2022","안경 및 렌즈 소매업","영업비용 (백만원)",38147
"충청북도","2022","안경 및 렌즈 소매업","매출원가 (백만원)",19839
"충청북도","2022","안경 및 렌즈 소매업","인건비 (백만원)",6212
"충청북도","2022","안경 및 렌즈 소매업","임차료 (백만원)",2989
"충청북도","2022","안경 및 렌즈 소매업","기타영업비용 (백만원)",9107
"충청북도","2022","안경 및 렌즈 소매업","연간급여액 (백만원)",5865
"충청북도","2022","한식 음식점업","사업체수 (개)",1631
"충청북도","2022","한식 음식점업","종사자수 (명)",4872
"충청북도","2022","한식 음식점업","매출액 (백만원)",463026
"충청북도","2022","한식 음식점업","영업비용 (백만원)",418278
"충청북도","2022","한식 음식점업","매출원가 (백만원)",206481
"충청북도","2022","한식 음식점업","인건비 (백만원)",63320
"충청북도","2022","한식 음식점업","임차료 (백만원)",26881
"충청북도","2022","한식 음식점업","기타영업비용 (백만원)",121596
"충청북도","2022","한식 음식점업","연간급여액 (백만원)",60984
"충청북도","2022","외국식 음식점업","사업체수 (개)",410
"충청북도","2022","외국식 음식점업","종사자수 (명)",1366
"충청북도","2022","외국식 음식점업","매출액 (백만원)",123743
"충청북도","2022","외국식 음식점업","영업비용 (백만원)",114184
"충청북도","2022","외국식 음식점업","매출원가 (백만원)",52397
"충청북도","2022","외국식 음식점업","인건비 (백만원)",21317
"충청북도","2022","외국식 음식점업","임차료 (백만원)",8856
"충청북도","2022","외국식 음식점업","기타영업비용 (백만원)",31615
"충청북도","2022","외국식 음식점업","연간급여액 (백만원)",20380
"충청북도","2022","제과점업","사업체수 (개)",347
"충청북도","2022","제과점업","종사자수 (명)",1165
"충청북도","2022","제과점업","매출액 (백만원)",128625
"충청북도","2022","제과점업","영업비용 (백만원)",119526
"충청북도","2022","제과점업","매출원가 (백만원)",78938
"충청북도","2022","제과점업","인건비 (백만원)",13815
"충청북도","2022","제과점업","임차료 (백만원)",5895
"충청북도","2022","제과점업","기타영업비용 (백만원)",20878
"충청북도","2022","제과점업","연간급여액 (백만원)",13401
"충청북도","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수 (개)",594
"충청북도","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","종사자수 (명)",2082
"충청북도","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","매출액 (백만원)",172916
"충청북도","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","영업비용 (백만원)",157463
"충청북도","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","매출원가 (백만원)",78380
"충청북도","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","인건비 (백만원)",20965
"충청북도","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","임차료 (백만원)",12524
"충청북도","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","기타영업비용 (백만원)",45595
"충청북도","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","연간급여액 (백만원)",19681
"충청북도","2022","치킨전문점","사업체수 (개)",1084
"충청북도","2022","치킨전문점","종사자수 (명)",2218
"충청북도","2022","치킨전문점","매출액 (백만원)",230166
"충청북도","2022","치킨전문점","영업비용 (백만원)",198750
"충청북도","2022","치킨전문점","매출원가 (백만원)",133440
"충청북도","2022","치킨전문점","인건비 (백만원)",12856
"충청북도","2022","치킨전문점","임차료 (백만원)",10487
"충청북도","2022","치킨전문점","기타영업비용 (백만원)",41967
"충청북도","2022","치킨전문점","연간급여액 (백만원)",11939
"충청북도","2022","김밥, 기타 간이음식점 및 포장 판매점","사업체수 (개)",628
"충청북도","2022","김밥, 기타 간이음식점 및 포장 판매점","종사자수 (명)",1570
"충청북도","2022","김밥, 기타 간이음식점 및 포장 판매점","매출액 (백만원)",129800
"충청북도","2022","김밥, 기타 간이음식점 및 포장 판매점","영업비용 (백만원)",114745
"충청북도","2022","김밥, 기타 간이음식점 및 포장 판매점","매출원가 (백만원)",63970
"충청북도","2022","김밥, 기타 간이음식점 및 포장 판매점","인건비 (백만원)",14645
"충청북도","2022","김밥, 기타 간이음식점 및 포장 판매점","임차료 (백만원)",7449
"충청북도","2022","김밥, 기타 간이음식점 및 포장 판매점","기타영업비용 (백만원)",28680
"충청북도","2022","김밥, 기타 간이음식점 및 포장 판매점","연간급여액 (백만원)",13580
"충청북도","2022","생맥주 및 기타 주점업","사업체수 (개)",412
"충청북도","2022","생맥주 및 기타 주점업","종사자수 (명)",967
"충청북도","2022","생맥주 및 기타 주점업","매출액 (백만원)",73470
"충청북도","2022","생맥주 및 기타 주점업","영업비용 (백만원)",62511
"충청북도","2022","생맥주 및 기타 주점업","매출원가 (백만원)",31710
"충청북도","2022","생맥주 및 기타 주점업","인건비 (백만원)",7237
"충청북도","2022","생맥주 및 기타 주점업","임차료 (백만원)",7971
"충청북도","2022","생맥주 및 기타 주점업","기타영업비용 (백만원)",15593
"충청북도","2022","생맥주 및 기타 주점업","연간급여액 (백만원)",6855
"충청북도","2022","커피 및 기타 비알코올 음료점업","사업체수 (개)",754
"충청북도","2022","커피 및 기타 비알코올 음료점업","종사자수 (명)",2928
"충청북도","2022","커피 및 기타 비알코올 음료점업","매출액 (백만원)",151789
"충청북도","2022","커피 및 기타 비알코올 음료점업","영업비용 (백만원)",133979
"충청북도","2022","커피 및 기타 비알코올 음료점업","매출원가 (백만원)",54463
"충청북도","2022","커피 및 기타 비알코올 음료점업","인건비 (백만원)",27587
"충청북도","2022","커피 및 기타 비알코올 음료점업","임차료 (백만원)",17986
"충청북도","2022","커피 및 기타 비알코올 음료점업","기타영업비용 (백만원)",33943
"충청북도","2022","커피 및 기타 비알코올 음료점업","연간급여액 (백만원)",26615
"충청북도","2022","자동차 전문 수리업","사업체수 (개)",201
"충청북도","2022","자동차 전문 수리업","종사자수 (명)",1043
"충청북도","2022","자동차 전문 수리업","매출액 (백만원)",135012
"충청북도","2022","자동차 전문 수리업","영업비용 (백만원)",121326
"충청북도","2022","자동차 전문 수리업","매출원가 (백만원)",59341
"충청북도","2022","자동차 전문 수리업","인건비 (백만원)",37638
"충청북도","2022","자동차 전문 수리업","임차료 (백만원)",3641
"충청북도","2022","자동차 전문 수리업","기타영업비용 (백만원)",20707
"충청북도","2022","자동차 전문 수리업","연간급여액 (백만원)",36942
"충청북도","2022","두발 미용업","사업체수 (개)",89
"충청북도","2022","두발 미용업","종사자수 (명)",325
"충청북도","2022","두발 미용업","매출액 (백만원)",17582
"충청북도","2022","두발 미용업","영업비용 (백만원)",14471
"충청북도","2022","두발 미용업","매출원가 (백만원)",3259
"충청북도","2022","두발 미용업","인건비 (백만원)",5369
"충청북도","2022","두발 미용업","임차료 (백만원)",1790
"충청북도","2022","두발 미용업","기타영업비용 (백만원)",4053
"충청북도","2022","두발 미용업","연간급여액 (백만원)",4447
"충청북도","2022","가정용 세탁업","사업체수 (개)",118
"충청북도","2022","가정용 세탁업","종사자수 (명)",149
"충청북도","2022","가정용 세탁업","매출액 (백만원)",10152
"충청북도","2022","가정용 세탁업","영업비용 (백만원)",8021
"충청북도","2022","가정용 세탁업","매출원가 (백만원)",1064
"충청북도","2022","가정용 세탁업","인건비 (백만원)",246
"충청북도","2022","가정용 세탁업","임차료 (백만원)",1036
"충청북도","2022","가정용 세탁업","기타영업비용 (백만원)",5675
"충청북도","2022","가정용 세탁업","연간급여액 (백만원)",219
"충청북도","2022","기타 프랜차이즈","사업체수 (개)",976
"충청북도","2022","기타 프랜차이즈","종사자수 (명)",2491
"충청북도","2022","기타 프랜차이즈","매출액 (백만원)",336187
"충청북도","2022","기타 프랜차이즈","영업비용 (백만원)",308973
"충청북도","2022","기타 프랜차이즈","매출원가 (백만원)",201363
"충청북도","2022","기타 프랜차이즈","인건비 (백만원)",35067
"충청북도","2022","기타 프랜차이즈","임차료 (백만원)",22746
"충청북도","2022","기타 프랜차이즈","기타영업비용 (백만원)",49796
"충청북도","2022","기타 프랜차이즈","연간급여액 (백만원)",33298
"충청남도","2018","체인화 편의점","사업체수 (개)",2115
"충청남도","2018","체인화 편의점","종사자수 (명)",7950
"충청남도","2018","체인화 편의점","매출액 (백만원)",995925
"충청남도","2018","체인화 편의점","영업비용 (백만원)",958302
"충청남도","2018","체인화 편의점","인건비 (백만원)",70072
"충청남도","2018","체인화 편의점","임차료 (백만원)",27538
"충청남도","2018","체인화 편의점","기타영업비용 (백만원)",860692
"충청남도","2018","체인화 편의점","연간급여액 (백만원)",54656
"충청남도","2018","문구용품 및 회화용품 소매업","사업체수 (개)",80
"충청남도","2018","문구용품 및 회화용품 소매업","종사자수 (명)",206
"충청남도","2018","문구용품 및 회화용품 소매업","매출액 (백만원)",35536
"충청남도","2018","문구용품 및 회화용품 소매업","영업비용 (백만원)",32974
"충청남도","2018","문구용품 및 회화용품 소매업","인건비 (백만원)",2712
"충청남도","2018","문구용품 및 회화용품 소매업","임차료 (백만원)",1174
"충청남도","2018","문구용품 및 회화용품 소매업","기타영업비용 (백만원)",29088
"충청남도","2018","문구용품 및 회화용품 소매업","연간급여액 (백만원)",2214
"충청남도","2018","의약품 및 의료용품 소매업","사업체수 (개)",93
"충청남도","2018","의약품 및 의료용품 소매업","종사자수 (명)",347
"충청남도","2018","의약품 및 의료용품 소매업","매출액 (백만원)",106379
"충청남도","2018","의약품 및 의료용품 소매업","영업비용 (백만원)",96650
"충청남도","2018","의약품 및 의료용품 소매업","인건비 (백만원)",8060
"충청남도","2018","의약품 및 의료용품 소매업","임차료 (백만원)",2558
"충청남도","2018","의약품 및 의료용품 소매업","기타영업비용 (백만원)",86032
"충청남도","2018","의약품 및 의료용품 소매업","연간급여액 (백만원)",7349
"충청남도","2018","안경 및 렌즈 소매업","사업체수 (개)",142
"충청남도","2018","안경 및 렌즈 소매업","종사자수 (명)",399
"충청남도","2018","안경 및 렌즈 소매업","매출액 (백만원)",49705
"충청남도","2018","안경 및 렌즈 소매업","영업비용 (백만원)",42173
"충청남도","2018","안경 및 렌즈 소매업","인건비 (백만원)",7823
"충청남도","2018","안경 및 렌즈 소매업","임차료 (백만원)",4260
"충청남도","2018","안경 및 렌즈 소매업","기타영업비용 (백만원)",30090
"충청남도","2018","안경 및 렌즈 소매업","연간급여액 (백만원)",6782
"충청남도","2018","한식 음식점업","사업체수 (개)",1455
"충청남도","2018","한식 음식점업","종사자수 (명)",5309
"충청남도","2018","한식 음식점업","매출액 (백만원)",361721
"충청남도","2018","한식 음식점업","영업비용 (백만원)",321943
"충청남도","2018","한식 음식점업","인건비 (백만원)",57265
"충청남도","2018","한식 음식점업","임차료 (백만원)",27055
"충청남도","2018","한식 음식점업","기타영업비용 (백만원)",237623
"충청남도","2018","한식 음식점업","연간급여액 (백만원)",52216
"충청남도","2018","외국식 음식점업","사업체수 (개)",304
"충청남도","2018","외국식 음식점업","종사자수 (명)",1554
"충청남도","2018","외국식 음식점업","매출액 (백만원)",106028
"충청남도","2018","외국식 음식점업","영업비용 (백만원)",95053
"충청남도","2018","외국식 음식점업","인건비 (백만원)",22207
"충청남도","2018","외국식 음식점업","임차료 (백만원)",8264
"충청남도","2018","외국식 음식점업","기타영업비용 (백만원)",64582
"충청남도","2018","외국식 음식점업","연간급여액 (백만원)",19998
"충청남도","2018","제과점업","사업체수 (개)",307
"충청남도","2018","제과점업","종사자수 (명)",1324
"충청남도","2018","제과점업","매출액 (백만원)",125628
"충청남도","2018","제과점업","영업비용 (백만원)",116801
"충청남도","2018","제과점업","인건비 (백만원)",14210
"충청남도","2018","제과점업","임차료 (백만원)",6832
"충청남도","2018","제과점업","기타영업비용 (백만원)",95759
"충청남도","2018","제과점업","연간급여액 (백만원)",13260
"충청남도","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수 (개)",561
"충청남도","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","종사자수 (명)",2317
"충청남도","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","매출액 (백만원)",143107
"충청남도","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","영업비용 (백만원)",127964
